Date,Sales_USD_cumsum,Number_of_Sales_cumsum,Active_Market_Wallets_cumsum,Primary_Sales_cumsum,Secondary_Sales_cumsum,AverageUSD_cum,Sales_USD,Number_of_Sales,Active_Market_Wallets,Primary_Sales
17-06-2021,1339596893,6050958,336599,3878667,2130,221.39,5549653.87,5758,767,3628
18-06-2021,1344548340,6068908,337482,3892167,4450,221.55,4951446.68,17950,883,13500
19-06-2021,1351467658,6086561,338648,3905613,4207,222.04,6919317.76,17653,1166,13446
20-06-2021,1363923410,6108095,339507,3920333,6814,223.3,12455752.21,21534,859,14720
21-06-2021,1376159782,6129507,340538,3932623,9122,224.51,12236372.76,21412,1031,12290
22-06-2021,1381580410,6135620,341646,3934543,4193,225.17,5420627.51,6113,1108,1920
23-06-2021,1387914195,6143142,342141,3937780,4285,225.93,6333785.04,7522,495,3237
24-06-2021,1394718787,6153434,344170,3944282,3790,226.66,6804591.85,10292,2029,6502
25-06-2021,1404704789,6168808,345445,3955697,3959,227.71,9986001.9,15374,1275,11415
26-06-2021,1413911116,6180258,346265,3962169,4978,228.78,9206326.99,11450,820,6472
27-06-2021,1422644723,6207255,346967,3981398,7768,229.19,8733607.72,26997,702,19229
28-06-2021,1430640390,6219455,347345,3987519,6079,230.03,7995666.36,12200,378,6121
29-06-2021,1437939892,6229459,348351,3993513,4010,230.83,7299501.98,10004,1006,5994
30-06-2021,1449259096,6273521,349140,4032676,4899,231.01,11319204.12,44062,789,39163
01-07-2021,1455937659,6297648,349924,4051476,5327,231.19,6678562.85,24127,784,18800
02-07-2021,1463120510,6309511,351201,4057703,5636,231.89,7182851.23,11863,1277,6227
03-07-2021,1467575420,6318308,352362,4062004,4496,232.27,4454909.78,8797,1161,4301
04-07-2021,1475466675,6327801,353229,4065611,5886,233.17,7891255.32,9493,867,3607
05-07-2021,1481466650,6337518,353709,4069971,5357,233.76,5999974.94,9717,480,4360
06-07-2021,1488576697,6346383,354320,4074346,4490,234.56,7110047.27,8865,611,4375
07-07-2021,1498123091,6360279,355017,4081595,6647,235.54,9546393.4,13896,697,7249
08-07-2021,1508090420,6381191,355576,4096921,5586,236.33,9967329.76,20912,559,15326
09-07-2021,1517647432,6394962,356917,4102521,8171,237.32,9557011.13,13771,1341,5600
10-07-2021,1528692621,6408504,357934,4110165,5898,238.54,11045189.54,13542,1017,7644
11-07-2021,1538225739,6424206,359267,4120377,5490,239.44,9533117.91,15702,1333,10212
12-07-2021,1547756431,6436769,360304,4127849,5091,240.46,9530691.72,12563,1037,7472
13-07-2021,1559806295,6455580,361509,4139741,6919,241.62,12049863.79,18811,1205,11892
14-07-2021,1569112450,6469718,364534,4146797,7082,242.53,9306155.41,14138,3025,7056
15-07-2021,1584054305,6487970,366048,4158049,7000,244.15,14941855.12,18252,1514,11252
16-07-2021,1599387205,6507686,367048,4170690,7075,245.77,15332899.58,19716,1000,12641
17-07-2021,1617125638,6528953,367884,4183356,8601,247.69,17738433.45,21267,836,12666
18-07-2021,1627420684,6545970,368537,4193000,7373,248.61,10295045.9,17017,653,9644
19-07-2021,1638218693,6559724,369414,4201071,5683,249.74,10798009.05,13754,877,8071
20-07-2021,1647959021,6581144,370686,4215397,7094,250.41,9740327.58,21420,1272,14326
21-07-2021,1656777233,6595693,371215,4223236,6710,251.19,8818212.35,14549,529,7839
22-07-2021,1664474144,6604946,371752,4228209,4280,252,7696910.66,9253,537,4973
23-07-2021,1673527593,6613790,372276,4232491,4562,253.04,9053448.91,8844,524,4282
24-07-2021,1680917432,6620814,373037,4235743,3772,253.88,7389839.28,7024,761,3252
25-07-2021,1690323842,6628224,374435,4238821,4332,255.02,9406409.83,7410,1398,3078
26-07-2021,1706124141,6637361,375499,4244107,3851,257.05,15800299.47,9137,1064,5286
27-07-2021,1716962170,6645900,378025,4248050,4596,258.35,10838029.18,8539,2526,3943
28-07-2021,1727024162,6653144,379888,4251727,3567,259.58,10061992.06,7244,1863,3677
29-07-2021,1741888900,6659005,383452,4254248,3340,261.58,14864737.51,5861,3564,2521
30-07-2021,1769650428,6665115,386640,4257210,3148,265.51,27761528.46,6110,3188,2962
31-07-2021,1843902414,6676859,390685,4263967,4987,276.16,74251985.18,11744,4045,6757
01-08-2021,1921899976,6690504,394641,4269015,8597,287.26,77997562.11,13645,3956,5048
02-08-2021,1949382780,6707198,398402,4279127,6582,290.64,27482804.41,16694,3761,10112
03-08-2021,1988934059,6726171,402280,4284250,13850,295.7,39551278.85,18973,3878,5123
04-08-2021,2066562183,6747502,406010,4289370,16211,306.27,77628124.01,21331,3730,5120
05-08-2021,2144339307,6774411,409277,4294569,21710,316.54,77777124.31,26909,3267,5199
06-08-2021,2249821177,6803813,412787,4303871,20100,330.67,105481869.3,29402,3510,9302
07-08-2021,2315695263,6857089,415190,4336517,20630,337.71,65874086.53,53276,2403,32646
08-08-2021,2401260801,6922325,419442,4375232,26521,346.89,85565538.27,65236,4252,38715
09-08-2021,2485369076,7004389,422486,4428616,28680,354.83,84108274.44,82064,3044,53384
10-08-2021,2558565011,7083612,425029,4474662,33177,361.19,73195935.71,79223,2543,46046
11-08-2021,2625010888,7139626,426912,4501821,28855,367.67,66445876.98,56014,1883,27159
12-08-2021,2683910763,7183775,429639,4523002,22968,373.61,58899874.56,44149,2727,21181
13-08-2021,2742610439,7246619,431931,4558612,27234,378.47,58699676.15,62844,2292,35610
14-08-2021,2807796187,7289197,434399,4575199,25991,385.2,65185748.3,42578,2468,16587
15-08-2021,2870264932,7351829,437508,4615843,21988,390.42,62468744.75,62632,3109,40644
16-08-2021,2921346168,7406295,440266,4644645,25664,394.44,51081235.42,54466,2758,28802
17-08-2021,2961589011,7436609,444892,4658787,16172,398.24,40242843.53,30314,4626,14142
18-08-2021,3005396655,7457379,449285,4666594,12963,403.01,43807643.35,20770,4393,7807
19-08-2021,3037913997,7482216,454665,4677861,13570,406.02,32517342.27,24837,5380,11267
20-08-2021,3115217600,7508411,458887,4690133,13923,414.9,77303603.02,26195,4222,12272
21-08-2021,3223181496,7535187,462966,4701677,15232,427.75,107963896.6,26776,4079,11544
22-08-2021,3323352822,7567031,467373,4712688,20833,439.19,100171325.3,31844,4407,11011
23-08-2021,3566930620,7601607,471816,4724813,22451,469.23,243577798.3,34576,4443,12125
24-08-2021,3761880404,7643809,475831,4740794,26221,492.15,194949783.5,42202,4015,15981
25-08-2021,3914466731,7690685,479949,4759489,28181,508.99,152586327.6,46876,4118,18695
26-08-2021,4050615028,7731069,482595,4774792,25081,523.94,136148296.9,40384,2646,15303
27-08-2021,4258766144,7791478,484781,4811100,24101,546.59,208151115.6,60409,2186,36308
28-08-2021,4590295407,7839873,489991,4831021,28474,585.51,331529263.2,48395,5210,19921
29-08-2021,4978931765,7897699,494706,4857493,31354,630.43,388636358.5,57826,4715,26472
30-08-2021,5206486952,7947449,498482,4876226,31017,655.11,227555186.9,49750,3776,18733
31-08-2021,5363242859,8006710,500957,4904451,31036,669.84,156755906.9,59261,2475,28225
01-09-2021,5514959670,8053004,504192,4926086,24659,684.83,151716810.8,46294,3235,21635
02-09-2021,5660670177,8072745,506805,4929720,16107,701.21,145710507.3,19741,2613,3634
03-09-2021,5790191091,8092038,508914,4938024,10989,715.54,129520914.2,19293,2109,8304
04-09-2021,5892927585,8122600,511816,4954789,13797,725.5,102736493.6,30562,2902,16765
05-09-2021,5981054012,8160070,513845,4976982,15277,732.97,88126427.25,37470,2029,22193
06-09-2021,6055278416,8188721,515469,4991313,14320,739.47,74224403.82,28651,1624,14331
07-09-2021,6108395657,8202054,517321,4995360,9286,744.74,53117241.34,13333,1852,4047
08-09-2021,6151416752,8223082,520106,5007898,8490,748.07,43021094.87,21028,2785,12538
09-09-2021,6191056143,8240666,523433,5016433,9049,751.28,39639391.09,17584,3327,8535
10-09-2021,6228068306,8255685,524786,5023092,8360,754.4,37012162.74,15019,1353,6659
11-09-2021,6259099528,8273969,527791,5032169,9207,756.48,31031222.12,18284,3005,9077
12-09-2021,6285874437,8295806,529060,5046349,7657,757.72,26774908.72,21837,1269,14180
13-09-2021,6339455797,8310839,530900,5052854,8528,762.79,53581360.29,15033,1840,6505
14-09-2021,6378333979,8323394,533235,5057302,8107,766.31,38878181.83,12555,2335,4448
15-09-2021,6430468065,8347964,534908,5072973,8899,770.3,52134085.56,24570,1673,15671
16-09-2021,6525734136,8368627,536867,5083283,10353,779.79,95266071.41,20663,1959,10310
17-09-2021,6565483823,8388498,541934,5091101,12053,782.68,39749686.69,19871,5067,7818
18-09-2021,6605802962,8413535,548506,5103261,12877,785.14,40319139.5,25037,6572,12160
19-09-2021,6639517629,8425433,552339,5105873,9286,788.03,33714666.62,11898,3833,2612
20-09-2021,6670549527,8442965,556766,5114988,8417,790.07,31031898.6,17532,4427,9115
21-09-2021,6713692300,8467325,559895,5125599,13749,792.89,43142772.98,24360,3129,10611
22-09-2021,6737687039,8478840,564460,5129806,7308,794.65,23994739.16,11515,4565,4207
23-09-2021,6796515231,8498240,568259,5138172,11034,799.76,58828191.4,19400,3799,8366
24-09-2021,6850331119,8537423,571228,5161888,15467,802.39,53815888.23,39183,2969,23716
25-09-2021,6911718459,8589278,573905,5192661,21082,804.69,61387339.6,51855,2677,30773
26-09-2021,6978628404,8637397,580431,5215277,25503,807.96,66909945.01,48119,6526,22616
27-09-2021,7082115644,8700473,583809,5249084,29269,813.99,103487240.2,63076,3378,33807
28-09-2021,7183234755,8742385,586552,5266207,24789,821.66,101119111.1,41912,2743,17123
29-09-2021,7258880054,8791215,591420,5289717,25320,825.7,75645298.74,48830,4868,23510
30-09-2021,7351657770,8860833,597027,5334659,24676,829.68,92777715.8,69618,5607,44942
01-10-2021,7438397865,8906924,600499,5358100,22650,835.13,86740095.32,46091,3472,23441
02-10-2021,7517092938,8950543,604565,5378786,22933,839.85,78695073.26,43619,4066,20686
03-10-2021,7610628796,8998165,606835,5399423,26985,845.8,93535857.82,47622,2270,20637
04-10-2021,7738337175,9080917,609729,5442890,39285,852.15,127708378.9,82752,2894,43467
05-10-2021,7848288312,9133930,611904,5464527,31376,859.25,109951137,53013,2175,21637
06-10-2021,7927145126,9162962,615689,5468416,25143,865.13,78856813.86,29032,3785,3889
07-10-2021,8019545104,9212814,618286,5497944,20324,870.48,92399977.91,49852,2597,29528
08-10-2021,8123808751,9281662,621807,5540494,26298,875.25,104263647.7,68848,3521,42550
09-10-2021,8182217293,9316707,623724,5554294,21245,878.23,58408541.56,35045,1917,13800
10-10-2021,8238557985,9355575,653853,5573802,19360,880.6,56340691.78,38868,30129,19508
11-10-2021,8290666768,9381502,665931,5583191,16538,883.72,52108782.88,25927,12078,9389
12-10-2021,8345876841,9408962,674793,5594720,15931,887.01,55210073.5,27460,8862,11529
13-10-2021,8412019540,9428654,680815,5601525,12887,892.18,66142698.48,19692,6022,6805
14-10-2021,8460900096,9451624,686898,5613149,11346,895.18,48880556.46,22970,6083,11624
15-10-2021,8521832825,9470824,696457,5622061,10288,899.8,60932728.66,19200,9559,8912
16-10-2021,8568835720,9487372,706195,5626154,12455,903.18,47002895.34,16548,9738,4093
17-10-2021,8621377082,9506186,711392,5634009,10959,906.92,52541362,18814,5197,7855
18-10-2021,8679946477,9583368,716292,5707781,3410,905.73,58569395.2,77182,4900,73772
19-10-2021,8788543907,9745100,728534,5799828,69685,901.84,108597429.2,161732,12242,92047
20-10-2021,8878464925,9854022,732465,5863856,44894,901,89921018.64,108922,3931,64028
21-10-2021,8932409902,9903622,737240,5889879,23577,901.93,53944977.18,49600,4775,26023
22-10-2021,8987609058,9946225,748347,5912370,20112,903.62,55199155.28,42603,11107,22491
23-10-2021,9093178428,10068314,753316,5994051,40408,903.15,105569370.8,122089,4969,81681
24-10-2021,9166815200,10185622,754633,6063771,47588,899.98,73636771.91,117308,1317,69720
25-10-2021,9217392643,10225761,763565,6082659,21251,901.39,50577442.24,40139,8932,18888
26-10-2021,9259909672,10257126,767183,6098329,15695,902.78,42517029.41,31365,3618,15670
27-10-2021,9368154865,10397112,769282,6191938,46377,901.03,108245193.2,139986,2099,93609
28-10-2021,9407716706,10427209,771260,6207391,14644,902.23,39561841.06,30097,1978,15453
29-10-2021,9450085351,10454399,778634,6221412,13169,903.93,42368644.64,27190,7374,14021
30-10-2021,9584712030,10507693,782281,6270686,4020,912.16,134626679.3,53294,3647,49274
31-10-2021,9651053070,10561165,788567,6306451,17707,913.82,66341039.65,53472,6286,35765
01-11-2021,9686591841,10574811,794987,6318557,1540,916.01,35538771.29,13646,6420,12106
02-11-2021,9769205151,10642199,800357,6365554,20391,917.97,82613309.89,67388,5370,46997
03-11-2021,9812304481,10665664,803665,6387576,1443,919.99,43099329.76,23465,3308,22022
04-11-2021,9859177133,10678772,803092,6392713,7971,923.25,46872651.71,13108,-573,5137
05-11-2021,9890101770,10691247,,6398169,7019,925.07,30924636.96,12475,,5456
06-11-2021,9948557763,10809535,,6472314,44143,920.35,58455993.22,118288,,74145
07-11-2021,10010966055,10853882,,6496920,19741,922.34,62408291.91,44347,,24606
08-11-2021,10088033032,10913146,,6541355,14829,924.39,77066977.22,59264,,44435
09-11-2021,10140008108,10964025,,6573511,18723,924.84,51975076.6,50879,,32156
10-11-2021,10199018447,11008847,,6601205,17128,926.44,59010338.62,44822,,27694
11-11-2021,10234561613,11022782,,6609013,6127,928.49,35543166.10,13935,,7808
12-11-2021,10228364893,11020587,,6607842,-1024,928.11,-6196719.72,-2195,,-1171
