Date,Sales_USD_cumsum,Number_of_Sales_cumsum,Active_Market_Wallets_cumsum,Primary_Sales_cumsum,Secondary_Sales_cumsum,AverageUSD_cum,Sales_USD,Number_of_Sales,Active_Market_Wallets,Primary_Sales
05-05-2019,79865156.4,2788594,109061,2004090,1059,28.64,55721.09,4394,101,3335
06-05-2019,79903413.32,2792281,109179,2006653,1124,28.62,38256.92,3687,118,2563
07-05-2019,79941227.92,2794586,109372,2008009,949,28.61,37814.6,2305,193,1356
08-05-2019,79994460.3,2798708,109524,2011219,912,28.58,53232.38,4122,152,3210
09-05-2019,80036520.29,2802865,109683,2014186,1190,28.56,42059.99,4157,159,2967
10-05-2019,80123900.59,2808345,109878,2018314,1352,28.53,87380.3,5480,195,4128
11-05-2019,80173249.16,2815666,110023,2024404,1231,28.47,49348.57,7321,145,6090
12-05-2019,80236815.14,2821164,110185,2028838,1064,28.44,63565.98,5498,162,4434
13-05-2019,80308062.79,2825853,110395,2032515,1012,28.42,71247.65,4689,210,3677
14-05-2019,80347802.44,2829755,110546,2035349,1068,28.39,39739.65,3902,151,2834
15-05-2019,80418376.4,2832209,110643,2036925,878,28.39,70573.96,2454,97,1576
16-05-2019,80466659.37,2834464,110728,2038109,1071,28.39,48282.97,2255,85,1184
17-05-2019,80590509.86,2837967,110895,2040706,906,28.4,123850.49,3503,167,2597
18-05-2019,80708085.69,2841675,111102,2043347,1067,28.4,117575.83,3708,207,2641
19-05-2019,80794996.82,2845455,111286,2046037,1090,28.39,86911.13,3780,184,2690
20-05-2019,80895839.2,2848872,111492,2048521,933,28.4,100842.38,3417,206,2484
21-05-2019,80992235.31,2852099,111684,2050677,1071,28.4,96396.11,3227,192,2156
22-05-2019,81068212.72,2855381,111724,2052618,1341,28.39,75977.41,3282,40,1941
23-05-2019,81148538.39,2858391,111843,2054449,1179,28.39,80325.67,3010,119,1831
24-05-2019,81316964.12,2862740,112063,2057397,1401,28.41,168425.73,4349,220,2948
25-05-2019,81408772.17,2867818,112143,2061133,1342,28.39,91808.05,5078,80,3736
26-05-2019,81481625.04,2872632,112332,2064661,1286,28.36,72852.87,4814,189,3528
27-05-2019,81668311.26,2877183,112445,2067673,1539,28.38,186686.22,4551,113,3012
28-05-2019,81768322.9,2882451,112556,2071643,1298,28.37,100011.64,5268,111,3970
29-05-2019,81839057.13,2887235,112750,2075065,1362,28.35,70734.23,4784,194,3422
30-05-2019,81904964.1,2893066,112885,2079224,1672,28.31,65906.97,5831,135,4159
31-05-2019,81991307.54,2897746,112934,2082558,1346,28.29,86343.44,4680,49,3334
01-06-2019,82039390.74,2900653,113026,2084521,944,28.28,48083.2,2907,92,1963
02-06-2019,82106194.44,2903654,113171,2086520,1002,28.28,66803.7,3001,145,1999
03-06-2019,82220140.33,2906593,113228,2088346,1113,28.29,113945.89,2939,57,1826
04-06-2019,82263907.6,2909080,113324,2089802,1031,28.28,43767.27,2487,96,1456
05-06-2019,82319953.69,2912312,113392,2091631,1403,28.27,56046.09,3232,68,1829
06-06-2019,82377347.04,2914997,113462,2092993,1323,28.26,57393.35,2685,70,1362
07-06-2019,82482671.21,2918853,113621,2095374,1475,28.26,105324.17,3856,159,2381
08-06-2019,82518393.99,2921986,113678,2097516,991,28.24,35722.78,3133,57,2142
09-06-2019,82566943.02,2926776,113799,2100922,1384,28.21,48549.03,4790,121,3406
10-06-2019,82615460.03,2929806,113892,2102751,1201,28.2,48517.01,3030,93,1829
11-06-2019,82658420.03,2933407,114024,2104971,1381,28.18,42960,3601,132,2220
12-06-2019,82726896.89,2937232,114196,2106912,1884,28.16,68476.86,3825,172,1941
13-06-2019,82807420.83,2941501,114315,2109093,2088,28.15,80523.94,4269,119,2181
14-06-2019,82871815.81,2944927,114452,2111293,1226,28.14,64394.98,3426,137,2200
15-06-2019,82930432.58,2948321,114547,2113569,1118,28.13,58616.77,3394,95,2276
16-06-2019,83005365.4,2952412,114656,2116331,1329,28.11,74932.82,4091,109,2762
17-06-2019,83055550.95,2955441,114736,2118230,1130,28.1,50185.55,3029,80,1899
18-06-2019,83190646.95,2958473,114804,2119961,1301,28.12,135096,3032,68,1731
19-06-2019,83307043.07,2961417,115005,2121656,1249,28.13,116396.12,2944,201,1695
20-06-2019,83382691.99,2963661,115110,2123026,874,28.14,75648.92,2244,105,1370
21-06-2019,83561867.17,2966947,115324,2125046,1266,28.16,179175.18,3286,214,2020
22-06-2019,83682676.71,2970817,115516,2127560,1356,28.17,120809.54,3870,192,2514
23-06-2019,83738071.44,2974577,115642,2129938,1382,28.15,55394.73,3760,126,2378
24-06-2019,83862964.76,2978376,115836,2132529,1208,28.16,124893.32,3799,194,2591
25-06-2019,83909825.59,2981215,115880,2134437,931,28.15,46860.83,2839,44,1908
26-06-2019,83984955.86,2983996,115974,2136185,1033,28.15,75130.27,2781,94,1748
27-06-2019,84028076.56,2985786,116103,2137030,945,28.14,43120.7,1790,129,845
28-06-2019,84071953.74,2987618,116229,2138105,757,28.14,43877.18,1832,126,1075
29-06-2019,84134781.93,2990472,116279,2139985,974,28.13,62828.19,2854,50,1880
30-06-2019,84174305.18,2992482,116347,2141209,786,28.13,39523.25,2010,68,1224
01-07-2019,84199351.13,2993983,116412,2142097,613,28.12,25045.95,1501,65,888
02-07-2019,84230005.21,2995501,116479,2142987,628,28.12,30654.08,1518,67,890
03-07-2019,84267118.94,2997248,116526,2143923,811,28.11,37113.73,1747,47,936
04-07-2019,84323144.73,2999777,116638,2145473,979,28.11,56025.79,2529,112,1550
05-07-2019,84375179.66,3001901,116787,2146934,663,28.11,52034.93,2124,149,1461
06-07-2019,84404566.2,3004950,116872,2149028,955,28.09,29386.54,3049,85,2094
07-07-2019,84457738.16,3007835,116922,2150999,914,28.08,53171.96,2885,50,1971
08-07-2019,84510888.79,3010418,117019,2152551,1031,28.07,53150.63,2583,97,1552
09-07-2019,84578100.89,3013369,117158,2154040,1462,28.07,67212.1,2951,139,1489
10-07-2019,84668075.99,3016036,117236,2155624,1083,28.07,89975.1,2667,78,1584
11-07-2019,84726525.61,3017933,117322,2156767,754,28.07,58449.62,1897,86,1143
12-07-2019,84762512.58,3020374,117435,2158366,842,28.06,35986.97,2441,113,1599
13-07-2019,84805175.95,3023160,117474,2160318,834,28.05,42663.37,2786,39,1952
14-07-2019,84860289.29,3025875,117487,2162191,842,28.04,55113.34,2715,13,1873
15-07-2019,84929579.52,3028395,117562,2163881,830,28.04,69290.23,2520,75,1690
16-07-2019,84974730.36,3029557,117611,2164577,466,28.05,45150.84,1162,49,696
17-07-2019,85037052.5,3032312,117684,2166512,820,28.04,62322.14,2755,73,1935
18-07-2019,85095154.86,3036639,117771,2169411,1428,28.02,58102.36,4327,87,2899
19-07-2019,85122628.07,3039618,117852,2171530,860,28,27473.21,2979,81,2119
20-07-2019,85158993.56,3044397,117954,2175118,1191,27.97,36365.49,4779,102,3588
21-07-2019,85196017.02,3049169,118026,2179009,881,27.94,37023.46,4772,72,3891
22-07-2019,85232358.53,3052655,118104,2181692,803,27.92,36341.51,3486,78,2683
23-07-2019,85265038.68,3056347,118208,2184610,774,27.9,32680.15,3692,104,2918
24-07-2019,85290536.78,3059196,118355,2186619,840,27.88,25498.1,2849,147,2009
25-07-2019,85314735.79,3061749,118404,2188495,677,27.86,24199.01,2553,49,1876
26-07-2019,85347396.61,3065840,118503,2191811,775,27.84,32660.82,4091,99,3316
27-07-2019,85381367.43,3069790,118525,2195106,655,27.81,33970.82,3950,22,3295
28-07-2019,85414978.92,3073712,118561,2198418,610,27.79,33611.49,3922,36,3312
29-07-2019,85467270.68,3077607,118680,2201487,826,27.77,52291.76,3895,119,3069
30-07-2019,85517355.21,3081842,118749,2204978,744,27.75,50084.53,4235,69,3491
31-07-2019,85574309.3,3085477,118828,2207698,915,27.73,56954.09,3635,79,2720
01-08-2019,85649006.75,3088603,118947,2209951,873,27.73,74697.45,3126,119,2253
02-08-2019,85683121.7,3091495,119081,2211940,903,27.72,34114.95,2892,134,1989
03-08-2019,85723105.96,3094965,119145,2214526,884,27.7,39984.26,3470,64,2586
04-08-2019,85759846.52,3098674,119173,2216969,1266,27.68,36740.56,3709,28,2443
05-08-2019,85789402.64,3101951,119254,2219263,983,27.66,29556.12,3277,81,2294
06-08-2019,85823907.76,3104078,119349,2220567,823,27.65,34505.12,2127,95,1304
07-08-2019,85860876.82,3106902,119443,2222366,1025,27.64,36969.06,2824,94,1799
08-08-2019,85901665.56,3109761,119564,2224199,1026,27.62,40788.74,2859,121,1833
09-08-2019,85943145.81,3112553,119692,2226247,744,27.61,41480.25,2792,128,2048
10-08-2019,85964862.35,3114694,119869,2227759,629,27.6,21716.54,2141,177,1512
11-08-2019,85988844.87,3117052,119924,2229339,778,27.59,23982.52,2358,55,1580
12-08-2019,86094305.18,3119477,120028,2230950,814,27.6,105460.31,2425,104,1611
13-08-2019,86137339.21,3122062,120126,2232381,1154,27.59,43034.03,2585,98,1431
14-08-2019,86175209.56,3124846,120202,2234244,921,27.58,37870.35,2784,76,1863
15-08-2019,86209777.38,3127450,120399,2236118,730,27.57,34567.82,2604,197,1874
16-08-2019,86254924.67,3130150,120461,2237932,886,27.56,45147.29,2700,62,1814
17-08-2019,86277666.4,3133831,120540,2240675,938,27.53,22741.73,3681,79,2743
18-08-2019,86299097.43,3137605,120612,2243513,936,27.5,21431.03,3774,72,2838
19-08-2019,86330382.42,3140021,120685,2245180,749,27.49,31284.99,2416,73,1667
20-08-2019,86356663.13,3147012,120898,2251224,947,27.44,26280.71,6991,213,6044
21-08-2019,86382167.98,3151665,120996,2255162,715,27.41,25504.85,4653,98,3938
22-08-2019,86424060.62,3155695,121091,2258292,900,27.39,41892.64,4030,95,3130
23-08-2019,86464423.82,3159723,121144,2261445,875,27.36,40363.2,4028,53,3153
24-08-2019,86506504.69,3165183,121297,2265948,957,27.33,42080.87,5460,153,4503
25-08-2019,86541558.14,3168791,121351,2268762,794,27.31,35053.45,3608,54,2814
26-08-2019,86591551.23,3171253,121591,2270543,681,27.31,49993.09,2462,240,1781
27-08-2019,86619236.98,3175458,121635,2274131,617,27.28,27685.75,4205,44,3588
28-08-2019,86684042.89,3179290,121745,2277252,711,27.27,64805.91,3832,110,3121
29-08-2019,86728580.83,3182725,121873,2280002,685,27.25,44537.94,3435,128,2750
30-08-2019,86758989.39,3186500,121955,2283129,648,27.23,30408.56,3775,82,3127
31-08-2019,86805505.19,3192170,122045,2287643,1156,27.19,46515.8,5670,90,4514
01-09-2019,86853038.56,3197392,122137,2291937,928,27.16,47533.37,5222,92,4294
02-09-2019,86895703,3201823,122181,2295646,722,27.14,42664.44,4431,44,3709
03-09-2019,86933901.16,3204961,122230,2298130,654,27.12,38198.16,3138,49,2484
04-09-2019,87021664.02,3207931,122312,2300379,721,27.13,87762.86,2970,82,2249
05-09-2019,87057663.42,3210063,122367,2301934,577,27.12,35999.4,2132,55,1555
06-09-2019,87086739.3,3211571,122419,2302868,574,27.12,29075.88,1508,52,934
07-09-2019,87111752.79,3213080,122445,2303834,543,27.11,25013.49,1509,26,966
08-09-2019,87156555.41,3214529,122541,2304799,484,27.11,44802.62,1449,96,965
09-09-2019,87232795.95,3215922,122567,2305610,582,27.13,76240.54,1393,26,811
10-09-2019,87263941.11,3217099,122751,2306259,528,27.13,31145.16,1177,184,649
11-09-2019,87295754.58,3218364,122845,2306998,526,27.12,31813.47,1265,94,739
12-09-2019,87334637.4,3219674,122943,2307693,615,27.13,38882.82,1310,98,695
13-09-2019,87399523.96,3220964,123019,2308382,601,27.13,64886.56,1290,76,689
14-09-2019,87435812.29,3223841,123098,2310605,654,27.12,36288.33,2877,79,2223
15-09-2019,87464018.69,3226395,123134,2312301,858,27.11,28206.4,2554,36,1696
16-09-2019,87503497.9,3227651,123252,2313108,449,27.11,39479.21,1256,118,807
17-09-2019,87534113.82,3228735,123308,2313632,560,27.11,30615.92,1084,56,524
18-09-2019,87563680.09,3229879,123312,2314295,481,27.11,29566.27,1144,4,663
